company,product,category,screen(pixel),ram(GB),gpu,os,os_version,weigth(kg),price,resolution,screentype,touchscreen,cpu_name,cpu_speed(GHz),cpu_brand,storage_1(GB),storage_2(GB),storage_1_type,storage_2_type,gpu_name
Dell,XPS 15,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.06,16885908.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad X270,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,Windows 10,1.36,15987816.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Asus,Zenbook UX390UA,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,Windows 10,0.91,17339400.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,Thinkpad E570,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,2.3,8998615.08,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,Intel HD Graphics 620,Windows,Windows 10,1.05,24888708.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Asus,VivoBook Pro,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,1.99,12004200.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Acer,Aspire 5,Notebook,15.6,8,AMD Radeon RX 540,Windows,Windows 10,2.2,5148468.0,1366x768,,0.0,AMD A10-Series 9620P,2.5,AMD,1000.0,0.0,HDD,,AMD
Asus,Rog G752VL-UH71T,Gaming,17.3,24,Nvidia GeForce GTX 965M,Windows,Windows 10,4.33,11283948.0,1920x1080,IPSPanel,1.0,Intel Core i7 6700HQ,2.6,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,Thinkpad X260,Ultrabook,12.5,8,Intel HD Graphics 520,Windows,Windows 10,1.3,9772308.0,1366x768,IPSPanel,0.0,Intel Core i5 6200U,2.3,Intel,1.0,0.0,SSD,,Intel
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,Intel UHD Graphics 620,Windows,Windows 10,2.17,7993018.8,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Intel
HP,EliteBook 840,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.48,15552108.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,1000.0,0.0,SSD,,Intel
Lenovo,ThinkPad 13,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.4,8438508.0,1920x1080,IPSPanel,0.0,Intel Core i3 7100U,2.4,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad L570,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.3,8100612.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Asus,VivoBook E201NA,Netbook,11.6,4,Intel HD Graphics 500,Windows,Windows 10 S,1.2,3023280.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,64.0,0.0,Flash Storage,,Intel
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,AMD Radeon 520,Windows,Windows 10,1.91,5504059.08,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,AMD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows,Windows 10,1.4,14218308.0,1920x1080,IPSPanel,1.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,2.1,2658708.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,500.0,0.0,HDD,,Intel
Lenovo,Chromebook N23,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.25,2356380.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,16.0,0.0,SSD,,Intel
Lenovo,ThinkPad 13,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.44,8438508.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.0,10883808.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,1000.0,SSD  ,HDD,Intel
Acer,Aspire A515-51G-59QF,Notebook,15.6,4,Nvidia GeForce MX150,Windows,Windows 10,2.2,5450796.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,Nvidia
HP,Envy 13-AB002nv,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.34,11764116.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1060,No OS,No OS ,2.4,10216908.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Dell,XPS 13,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.29,7993908.0,1920x1080,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Acer,Aspire A515-51G,Notebook,15.6,4,Nvidia GeForce 940MX,Windows,Windows 10,2.2,5681988.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,500.0,0.0,HDD,,Nvidia
Dell,Vostro 5568,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.18,7433712.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 5570,Notebook,15.6,16,AMD Radeon 530,Windows,Windows 10,2.2,10841482.08,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,2000.0,SSD  ,HDD,AMD
Xiaomi,Mi Notebook,Notebook,15.6,16,Nvidia GeForce MX150,No OS,No OS ,1.95,12448355.4,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Nvidia
Asus,VivoBook E12,Netbook,11.6,2,Intel HD Graphics 500,Windows,Windows 10,1.1,2178540.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,Intel UHD Graphics 620,Windows,Windows 10,2.04,4636911.24,1366x768,,1.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,Intel
Asus,ROG Zephyrus,Gaming,15.6,24,Nvidia GeForce GTX1080,Windows,Windows 10,2.24,26391456.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
HP,Probook 450,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,Windows 10,2.04,7904988.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Nvidia GeForce GTX1050 Ti,Windows,Windows 10,3.0,13373568.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,Windows 10,3.2,12439908.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
HP,Spectre X360,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.32,12439908.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Dell,Latitude 5480,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.64,11379359.16,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
HP,ProBook 440,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,1.63,6126588.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
Dell,Inspiron 5770,Notebook,17.3,8,AMD Radeon 530,Linux,Linux ,2.8,7904988.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,128.0,1000.0,SSD  ,HDD,AMD
Lenovo,ThinkPad L470,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 7,2.02,11915280.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,Nvidia GeForce 920MX,Windows,Windows 10,2.2,7104708.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,Nvidia GeForce 920MX ,No OS,No OS ,2.2,4081428.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,2000.0,0.0,HDD,,Nvidia
Dell,Inspiron 3567,Notebook,15.6,4,AMD Radeon R5 M430,Windows,Windows 10,2.3,5201820.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,AMD
Dell,Latitude 5580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.9,12244284.0,1920x1080,,0.0,Intel Core i5 7440HQ,2.8,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,26789550.84,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.0,7647120.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,Nvidia GeForce GTX 960M,Windows,Windows 10,2.0,11550708.0,3840x2160,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Mediacom,SmartBook Edge,Notebook,13.3,4,Intel HD Graphics 500,Windows,Windows 10,1.2,3281148.0,1920x1080,IPSPanel,0.0,Intel Celeron Quad Core N3450,1.1,Intel,32.0,0.0,SSD,,Intel
Asus,ROG Strix,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,Windows 10,2.3,14662908.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude 5580,Notebook,15.6,8,Nvidia GeForce 930MX,Windows,Windows 10,1.93,12173148.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Nvidia
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.2,7090569.72,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,AMD
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 405,Windows,Windows 10,1.86,3547819.08,1920x1080,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,256.0,0.0,SSD,,Intel
HP,Omen 15-ce006nv,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows,Windows 10,2.62,15996708.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,Thinkpad E470,Notebook,14.0,8,Nvidia GeForce 940MX,Windows,Windows 10,1.87,7638228.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
Dell,XPS 13,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.2,12439908.0,3200x1800,,1.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Intel
Dell,Vostro 5468,Notebook,14.0,4,Intel HD Graphics 520,Windows,Windows 10,1.6,6543356.04,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
HP,Envy 13-AB020nr,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.34,10181340.0,3200x1800,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Acer,Aspire 7,Gaming,15.6,8,Nvidia GeForce GTX 1050,Linux,Linux ,2.4,7095816.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,AMD Radeon R2 Graphics,Windows,Windows 10,2.0,3103308.0,1366x768,,0.0,AMD E-Series 7110,1.8,AMD,500.0,0.0,HDD,,AMD
HP,ProBook 450,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.1,6273306.0,1920x1080,,0.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Intel
Lenovo,ThinkPad E470,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.87,6980220.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,Intel HD Graphics 520,No OS,No OS ,2.15,4111216.2,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,1000.0,0.0,HDD,,Intel
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,1.86,3530124.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Lenovo,ThinkPad T570,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.99,15374268.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.2,4437108.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
Dell,Latitude 5580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.9,9932275.08,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,23999508.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Intel HD Graphics 520,Windows,Windows 10,2.65,4838581.8,1600x900,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
HP,ProBook 470,Notebook,17.3,8,Nvidia GeForce 930MX,Windows,Windows 10,2.63,11381760.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,Intel HD Graphics 500,Linux,Linux ,2.0,1991808.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,500.0,0.0,HDD,,Intel
Mediacom,SmartBook 130,Notebook,13.3,4,Intel HD Graphics,Windows,Windows 10,1.35,2267460.0,1920x1080,IPSPanel,0.0,Intel Atom x5-Z8350,1.44,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Nvidia GeForce 940MX,Windows,Windows 10,2.8,8438508.0,1600x900,,0.0,Intel Core i7 7500U,2.7,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,AMD Radeon 530,Windows,Windows 10,1.91,5058658.8,1920x1080,IPSPanel,0.0,AMD A10-Series A10-9620P,2.5,AMD,128.0,0.0,SSD,,AMD
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420,Windows,Windows 10,2.18,5494366.8,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows,Windows 10,1.25,3103308.0,1920x1080,IPSPanel,1.0,Intel Celeron Dual Core N3350,2.0,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.05,5601960.0,1920x1080,,0.0,Intel Core i3 7130U,2.7,Intel,128.0,0.0,SSD,,Intel
HP,EliteBook 1030,Ultrabook,13.3,16,Intel HD Graphics 515,Windows,Windows 10,1.16,17472780.0,3200x1800,IPSPanel,1.0,Intel Core M 6Y75,1.2,Intel,512.0,0.0,SSD,,Intel
Lenovo,Thinkpad P71,Notebook,17.3,8,Nvidia Quadro M620M,Windows,Windows 10,3.4,26667108.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.5,7460388.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,XPS 13,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.21,14218308.0,3840x2160,IPSPanel,1.0,Intel Core i5 8250U,1.6,Intel,128.0,0.0,SSD,,Intel
Dell,Latitude 5580,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,1.93,8527428.0,1366x768,,0.0,Intel Core i5 7300U,2.6,Intel,500.0,0.0,HDD,,Intel
Fujitsu,Lifebook A557,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.2,6571188.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 505,Windows,Windows 10,2.2,3058848.0,1920x1080,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,500.0,0.0,HDD,,Intel
Lenovo,ThinkPad L470,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,2.02,8803080.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
HP,ZBook 17,Workstation,17.3,8,Nvidia Quadro M1200,Windows,Windows 10,3.14,16547923.08,1600x900,,0.0,Intel Core i5 7440HQ,2.8,Intel,500.0,0.0,HDD,,Nvidia
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,8,Intel HD Graphics 405,Windows,Windows 10,1.94,3458988.0,1366x768,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,2000.0,0.0,HDD,,Intel
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,AMD Radeon 530,Windows,Windows 10,1.95,5770908.0,1920x1080,IPSPanel,0.0,AMD A9-Series A9-9420,3.0,AMD,256.0,0.0,SSD,,AMD
Lenovo,Thinkpad E570,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.3,7380360.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.05,6091020.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,500.0,0.0,HDD,,Intel
Mediacom,SmartBook 141,Notebook,14.0,4,Intel HD Graphics,Windows,Windows 10,1.4,2214108.0,1920x1080,,0.0,Intel Atom x5-Z8350,1.44,Intel,32.0,0.0,SSD,,Intel
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.24,16583580.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,Windows 10,4.6,23679396.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HK,2.7,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
MSI,GT73VR Titan,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.14,24266268.0,1920x1080,,0.0,Intel Core i7 7820HK,2.9,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 3567,Notebook,15.6,8,AMD Radeon R5 M430,Linux,Linux ,2.2,6660196.92,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,AMD
Mediacom,SmartBook Edge,Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.45,3458988.0,1920x1080,IPSPanel,0.0,Intel Celeron Quad Core N3450,1.1,Intel,32.0,0.0,SSD,,Intel
Dell,Latitude 5580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.9,8967759.84,1366x768,,0.0,Intel Core i5 7300U,2.6,Intel,500.0,0.0,HDD,,Intel
HP,ProBook 430,Notebook,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.49,6393348.0,1920x1080,,0.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Intel
Dell,Latitude 5580,Notebook,15.6,16,Nvidia GeForce 930MX,Windows,Windows 10,1.93,13670471.88,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Nvidia
Dell,Chromebook 11,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.26,2623140.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,16.0,0.0,Flash Storage,,Intel
MSI,GT80S 6QE,Gaming,17.3,16,Nvidia GeForce GTX 980M,Windows,Windows 10,4.5,20887308.0,1920x1080,,0.0,Intel Core i7 6820HK,2.7,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,Omen 17-AN010nv,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,Windows 10,3.78,13320216.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,Thinkpad T460s,Ultrabook,14.0,12,Intel HD Graphics 520,Windows,Windows 10,1.4,14876316.0,1920x1080,IPSPanel,0.0,Intel Core i7 6600U,2.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,12,Intel HD Graphics 620,Windows,Windows 10,2.2,5415228.0,1366x768,,1.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,HDD,,Intel
Asus,ROG Strix,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows,Windows 10,2.73,15738840.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,8,Intel HD Graphics 520,Windows,Windows 10,2.2,6571188.0,1366x768,,1.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,AMD Radeon 530,Windows,Windows 10,2.2,8438508.0,1920x1080,,0.0,AMD A12-Series 9720P,3.6,AMD,512.0,0.0,SSD,,AMD
Dell,Inspiron 3179,2 in 1 Convertible,11.6,4,Intel HD Graphics 615,Windows,Windows 10,1.39,5361876.0,1366x768,,1.0,Intel Core M 7Y30,1.0,Intel,128.0,0.0,SSD,,Intel
Samsung,Notebook Odyssey,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.5,15107508.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,4,Intel HD Graphics 520,No OS,No OS ,2.8,4703868.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,2.29,4081428.0,1366x768,,0.0,Intel Core i3 6100U,2.3,Intel,1000.0,0.0,HDD,,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.37,18006300.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,Thinkpad T470p,Notebook,14.0,8,Intel HD Graphics 630,Windows,Windows 10,1.7,13106808.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Latitude 5289,2 in 1 Convertible,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.34,14849640.0,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Precision 3520,Workstation,15.6,8,Nvidia Quadro M620,Windows,Windows 10,2.06,15676596.0,1920x1080,,1.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
HP,EliteBook 850,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.84,10839348.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
HP,ProBook 450,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.1,5944124.16,1366x768,,0.0,Intel Core i3 7100U,2.4,Intel,500.0,0.0,HDD,,Intel
Acer,Aspire 1,Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.6,2925468.0,1920x1080,,0.0,Intel Celeron Quad Core N3450,1.1,Intel,32.0,0.0,Flash Storage,,Intel
MSI,Laptop MSI,Gaming,17.3,16,Nvidia GeForce GTX 970M,Windows,Windows 10,4.14,19553508.0,1920x1080,,0.0,Intel Core i7 6820HK,2.7,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420,Linux,Linux ,2.18,4134780.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
MSI,GS63VR 7RF,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,Windows 10,1.8,20442708.0,3840x2160,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,2000.0,SSD  ,HDD,Nvidia
Toshiba,Tecra Z50-C-144,Notebook,15.6,8,Intel HD Graphics 520,Windows,Windows 10,2.2,12439908.0,1920x1080,IPSPanel,0.0,Intel Core i7 6500U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Intel HD Graphics 620,Windows,Windows 10,2.4,5015088.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,Intel HD Graphics 630,Windows,Windows 10,2.0,11550708.0,1920x1080,IPSPanel,1.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Intel
